cityName,country,lat,lng,temp,humidity,cloudiness,winds
hoyanger,no,61.22,6.07,44.6,75,88,17.22
barrow,us,-38.31,-60.23,54.74,75,0,2.59
tiksi,ru,71.64,128.87,-34.14,61,76,3.38
severo-kurilsk,ru,50.68,156.12,13.52,100,0,2.15
busselton,au,-33.64,115.35,64.19,100,0,5.84
kieta,pg,-6.22,155.63,84.04,91,12,5.17
touros,br,-5.2,-35.46,78.8,83,20,8.05
bredasdorp,za,-34.53,20.04,55.4,76,0,1.12
constitucion,mx,23.99,-104.67,64.4,27,20,14.99
nikolskoye,ru,59.7,30.79,23.0,85,90,6.71
kodiak,us,39.95,-94.76,32.79,61,90,8.05
richards bay,za,-28.77,32.06,74.41,84,48,10.65
port alfred,za,-33.59,26.89,67.03,92,48,9.53
ayan,ru,40.67,33.6,30.53,95,88,5.73
dikson,ru,73.51,80.55,-18.66,100,24,6.29
caravelas,br,-17.73,-39.27,79.85,100,68,10.2
butaritari,ki,3.07,172.79,85.34,99,56,9.31
dhidhdhoo,mv,6.88,73.1,81.2,100,0,7.4
viking,ca,53.1,-111.78,3.76,76,48,3.49
campbellton,ca,48.0,-66.68,22.84,79,92,10.42
xining,cn,36.62,101.77,14.24,29,0,3.15
phangnga,th,8.45,98.53,78.71,74,20,4.7
tommot,ru,58.97,126.27,8.66,74,80,3.94
nelson bay,au,-32.72,152.14,77.0,78,20,11.41
neryungri,ru,56.66,124.71,-5.92,64,64,3.6
saskylakh,ru,71.97,114.09,-43.18,0,56,3.15
paamiut,gl,61.99,-49.67,27.79,100,0,4.5
jalu,ly,29.03,21.55,34.4,63,0,2.93
nanortalik,gl,60.14,-45.24,30.89,86,76,13.67
fiche,et,9.77,38.74,26.66,67,0,2.71
kavieng,pg,-2.57,150.8,85.84,96,48,8.86
pevek,ru,69.7,170.27,6.82,72,8,22.73
rahon,in,46.99,5.46,29.23,80,0,11.41
ous,ru,60.91,61.52,-16.81,74,48,2.59
faanui,pf,-16.48,-151.75,84.17,100,92,16.58
talnakh,ru,69.49,88.39,-29.55,47,44,3.71
mahebourg,mu,-20.41,57.7,77.0,88,75,16.11
talcahuano,cl,-36.72,-73.12,60.8,63,0,10.29
yerbogachen,ru,61.28,108.01,-1.33,55,0,7.63
marsh harbour,bs,26.54,-77.06,70.81,100,68,13.44
sungai udang,my,5.16,100.43,81.48,69,75,4.7
oktyabrskiy,ru,55.61,37.97,9.61,92,75,3.38
port blair,in,11.67,92.75,81.47,100,64,13.89
ixtapa,mx,20.71,-105.21,78.8,83,75,6.93
rikitea,pf,-23.12,-134.97,80.26,99,36,13.22
khatanga,ru,71.98,102.47,-42.06,0,0,4.83
kyaikto,mm,17.31,97.01,77.51,88,8,3.04
airai,pw,-8.93,125.41,77.2,85,12,1.36
avarua,ck,-21.21,-159.78,82.4,65,75,18.34
hay river,ca,60.82,-115.79,-5.81,76,90,8.05
castro,cl,-42.48,-73.76,51.8,71,0,4.7
hilo,us,19.71,-155.08,78.98,60,1,11.41
atuona,pf,-9.8,-139.03,81.52,100,24,16.46
chuy,uy,-33.69,-53.46,67.3,100,92,4.72
bluff,nz,-23.58,149.07,77.65,84,88,9.64
codrington,ag,-28.95,153.24,85.98,42,68,12.75
puerto ayora,ec,-0.74,-90.35,78.8,65,20,12.75
tonk,in,26.16,75.79,49.34,81,0,3.04
santiago,co,-33.44,-70.65,70.25,45,0,8.05
panvel,in,18.99,73.11,71.6,56,0,3.36
longyearbyen,sj,78.22,15.63,17.6,72,90,31.09
berlevag,no,70.86,29.09,31.7,100,36,12.1
mount isa,au,-20.73,139.49,95.0,34,0,10.29
foumban,cm,5.73,10.9,53.71,68,0,1.7
miri,my,10.31,9.75,54.65,61,0,3.6
clinton,us,30.87,-91.02,44.78,45,1,3.36
cape town,za,-33.93,18.42,62.6,82,40,6.93
lorengau,pg,-2.02,147.27,85.21,94,0,8.41
hobart,au,-42.88,147.33,73.4,38,20,6.93
albany,au,42.65,-73.75,21.81,59,90,19.46
yellowknife,ca,62.45,-114.38,-9.41,76,90,17.22
husavik,is,50.56,-96.99,11.54,88,88,7.74
new norfolk,au,-42.78,147.06,73.4,38,20,6.93
sao filipe,cv,14.9,-24.5,72.92,95,32,15.57
popondetta,pg,-8.77,148.24,74.99,97,56,1.59
myitkyina,mm,25.38,97.4,59.38,82,0,2.93
gayny,ru,60.3,54.33,12.8,83,64,6.73
ushuaia,ar,-54.81,-68.31,57.2,47,40,18.34
karlshamn,se,56.17,14.86,34.77,97,88,8.05
martapura,id,-3.41,114.85,84.71,86,36,3.6
kavalerovo,ru,44.27,135.06,12.35,58,0,7.4
egvekinot,ru,66.32,-179.17,-32.83,0,0,2.82
tigil,ru,57.8,158.67,5.56,74,44,2.93
mehamn,no,71.03,27.85,27.74,83,12,15.46
hermanus,za,-34.42,19.24,52.54,97,0,3.71
uri,in,40.64,8.49,33.8,86,0,2.24
aloleng,ph,16.13,119.78,83.41,88,8,4.61
punta arenas,cl,-53.16,-70.91,55.4,62,0,24.16
george town,ky,5.42,100.33,81.52,78,75,6.93
sivas,tr,39.75,37.01,10.4,85,0,11.41
biak,id,-0.91,122.88,84.22,87,36,1.92
duekoue,ci,6.74,-7.35,73.64,93,8,3.04
ibra,om,22.69,58.55,54.52,96,12,2.71
taoudenni,ml,22.68,-3.98,37.06,60,0,3.6
jamestown,sh,-33.21,138.6,84.13,63,0,7.85
erenhot,cn,43.65,111.97,11.0,64,0,9.64
vardo,no,39.62,-77.74,28.08,50,90,21.92
ust-kuyga,ru,70.0,135.55,-38.23,0,32,3.71
kosh-agach,ru,49.99,88.66,-16.72,56,12,3.15
skelleftea,se,64.75,20.95,35.6,59,12,12.75
hithadhoo,mv,-0.6,73.08,80.98,100,88,2.93
cockburn town,bs,21.46,-71.14,74.32,100,12,12.66
sangar,ru,63.92,127.47,-29.19,0,56,7.85
zhigansk,ru,66.77,123.37,-35.94,69,56,5.61
salalah,om,17.01,54.1,68.0,72,0,2.24
puerto escondido,mx,15.86,-97.07,82.4,69,20,11.21
bethel,us,60.79,-161.76,-15.24,76,1,10.29
beyneu,kz,45.32,55.19,1.64,71,0,2.93
kruisfontein,za,-34.0,24.73,62.66,94,56,4.5
tocopilla,cl,-22.09,-70.2,59.51,100,24,1.36
ancud,cl,-41.87,-73.83,51.8,71,0,4.7
preobrazheniye,ru,42.9,133.91,21.49,44,0,3.27
riyadh,sa,24.63,46.72,46.4,49,0,3.36
gemena,cd,3.25,19.78,70.94,85,8,2.04
katsuura,jp,33.93,134.5,49.87,50,75,10.29
longyan,cn,25.1,117.03,62.48,97,92,2.37
pangnirtung,ca,66.15,-65.72,-26.85,42,0,3.27
derzhavinsk,kz,51.1,66.31,-4.98,81,64,5.61
deneysville,za,-26.89,28.1,60.05,100,12,6.4
bunia,cd,1.56,30.25,63.56,80,8,3.15
west fargo,us,46.88,-96.9,16.47,72,1,13.87
mnogovershinnyy,ru,53.94,139.92,-0.57,54,0,5.39
gaozhou,cn,21.91,110.85,69.82,92,44,1.7
zwedru,lr,6.07,-8.13,70.09,93,8,3.04
labuhan,id,-2.54,115.51,71.3,99,92,2.15
tierralta,co,8.17,-76.06,73.96,87,36,4.94
raudeberg,no,61.99,5.14,44.6,75,88,17.22
saint-raymond,ca,46.89,-71.84,14.92,66,68,12.75
qaanaaq,gl,77.48,-69.36,-18.25,100,24,8.52
iqaluit,ca,63.75,-68.52,-18.41,61,75,13.87
kapaa,us,22.08,-159.32,78.03,66,90,6.93
cadillac,us,44.25,-85.4,20.12,72,90,3.36
teguise,es,29.06,-13.56,59.0,67,40,6.93
anadyr,ru,64.73,177.51,14.0,78,90,35.79
bage,br,10.95,11.38,58.61,53,0,4.94
ende,id,-8.84,121.65,82.96,100,8,3.6
kaitangata,nz,-46.28,169.85,58.66,68,20,21.5
avinurme,ee,58.99,26.87,18.65,84,88,18.92
teya,ru,21.05,-89.07,71.6,60,5,4.7
mugur-aksy,ru,50.38,90.44,-8.49,73,0,4.16
shenjiamen,cn,29.96,122.3,54.16,100,92,11.21
ponta do sol,cv,-20.63,-46.0,71.75,65,0,5.95
narsaq,gl,60.91,-46.05,18.29,75,68,3.94
padang,id,-0.92,100.36,80.6,88,20,2.24
voskevan,am,41.12,45.07,30.2,74,0,9.17
ouadda,cf,8.07,22.4,61.81,60,0,7.96
te anau,nz,-45.41,167.72,58.93,49,44,9.19
tuatapere,nz,-46.13,167.69,55.69,94,88,18.03
qaqortoq,gl,60.72,-46.03,26.53,90,76,4.27
churapcha,ru,62.0,132.43,-34.99,0,48,3.38
roald,no,62.58,6.12,41.0,65,88,19.46
mount gambier,au,-37.83,140.78,84.2,21,0,13.87
maua,ke,0.23,37.94,60.14,78,20,2.37
motygino,ru,58.18,94.69,-0.07,53,44,8.19
kuusamo,fi,65.96,29.19,26.6,86,90,17.22
do gonbadan,ir,30.36,50.8,21.71,71,0,1.59
bathsheba,bb,13.22,-59.52,78.8,74,20,16.11
gambela,et,8.25,34.59,55.24,70,0,3.94
kletskaya,ru,49.31,43.06,13.57,87,80,12.21
nome,us,30.04,-94.42,51.48,58,1,5.61
porto novo,cv,-23.68,-45.44,75.2,83,40,3.15
bela,pk,26.23,66.31,45.83,89,0,2.71
tuktoyaktuk,ca,69.44,-133.03,-31.01,73,20,5.82
kontagora,ng,10.4,5.47,64.69,71,0,2.82
glamoc,ba,44.05,16.85,24.23,76,88,6.73
san policarpo,ph,12.18,125.51,80.89,88,80,17.02
awjilah,ly,29.14,21.3,36.11,59,0,3.6
san isidro,ph,16.74,121.63,73.19,100,88,4.16
hammerfest,no,70.66,23.68,30.2,80,40,25.28
upernavik,gl,72.79,-56.15,-4.44,100,8,5.84
wenling,cn,28.38,121.38,54.65,99,92,4.61
yeniseysk,ru,58.45,92.17,-0.34,66,44,6.4
mukhen,ru,48.19,136.14,5.96,48,0,5.73
thinadhoo,mv,0.53,72.93,79.13,100,48,3.15
benghazi,ly,32.12,20.07,64.6,99,0,19.48
hasaki,jp,35.73,140.83,47.25,36,20,16.11
vila velha,br,-3.71,-38.6,78.8,88,0,19.46
bellary,in,15.15,76.93,62.62,82,0,4.38
honiara,sb,-9.43,159.96,79.81,92,88,2.71
oktyabrskoye,ru,56.73,85.44,-13.01,83,40,4.47
naze,jp,5.43,7.07,73.4,88,8,9.19
ilovlya,ru,49.31,43.98,6.8,84,0,8.95
rio gallegos,ar,-51.62,-69.22,60.8,55,40,6.93
tete,mz,-16.16,33.59,77.0,88,75,3.36
aldan,ru,58.61,125.39,10.28,76,68,3.94
san gabriel,mx,34.1,-118.11,57.87,80,1,8.05
coahuayana,mx,18.62,-100.35,76.48,40,0,2.15
korablino,ru,53.92,40.02,16.54,86,92,7.96
kushiro,jp,43.11,144.15,23.0,53,40,19.46
velyka lepetykha,ua,47.18,33.94,34.99,92,92,3.27
qasigiannguit,gl,68.82,-51.19,-5.81,53,0,8.05
monclova,mx,26.9,-101.42,47.45,91,32,2.82
brcko,ba,44.87,18.81,28.4,86,20,10.29
pleszew,pl,51.9,17.79,22.7,86,56,4.05
malchevskaya,ru,49.06,40.36,22.25,91,92,13.67
san carlos de bariloche,ar,-41.13,-71.31,55.4,30,0,9.17
greenwood,us,32.03,-101.9,55.89,67,20,11.41
lukaya,ug,-0.15,31.87,62.62,56,20,5.5
pimentel,pe,-3.7,-45.5,72.2,99,88,2.71
itarema,br,-2.92,-39.92,74.45,93,80,2.48
saint-joseph,re,43.56,6.97,24.8,85,0,4.83
dukat,ru,42.44,22.31,20.59,92,68,0.36
boysun,uz,38.2,67.2,22.79,97,80,1.14
dong hoi,vn,17.48,106.6,71.03,100,48,8.97
naples,us,26.14,-81.79,52.86,47,1,4.7
sitka,us,37.17,-99.65,45.56,54,12,16.02
chokurdakh,ru,70.62,147.9,-39.85,0,8,2.93
mogadishu,so,2.04,45.34,78.5,100,0,23.29
ninghai,cn,29.29,121.42,46.4,100,90,2.24
yarim,ye,14.3,44.38,32.02,68,0,3.27
scarborough,gb,54.28,-0.41,44.6,81,68,5.82
strathmore,ca,51.04,-113.4,29.95,73,20,3.36
rio grande,br,-32.03,-52.1,70.67,98,92,7.74
kahului,us,20.89,-156.47,78.33,56,40,11.41
mahibadhoo,mv,3.78,72.97,82.06,100,48,14.56
jvari,ge,42.72,42.05,27.07,53,8,2.82
cherskiy,ru,68.75,161.3,-4.75,54,0,6.17
vanavara,ru,60.35,102.28,-7.0,73,12,5.73
helong,cn,25.94,116.13,52.27,100,92,3.04
bulolo,pg,-7.2,146.64,78.64,60,44,1.25
poum,nc,41.28,20.71,19.55,83,44,1.59
aden,ye,12.79,45.03,75.49,100,76,9.42
almaznyy,ru,48.03,40.04,23.0,92,75,17.9
riihimaki,fi,60.74,24.78,32.0,83,75,21.92
borogontsy,ru,62.67,131.17,-35.4,0,44,6.51
bambous virieux,mu,-20.34,57.76,77.0,88,75,16.11
brae,gb,60.4,-1.35,48.2,87,20,17.22
lompoc,us,34.64,-120.46,55.54,86,1,9.17
pasni,pk,25.26,63.48,70.49,97,12,6.29
magugu,tz,-4.02,35.77,60.14,90,0,3.15
carnarvon,au,-30.97,22.13,56.9,37,0,6.62
mangrol,in,25.33,76.51,41.87,82,0,2.82
saint-philippe,re,45.36,-73.48,12.34,66,90,19.46
katakwi,ug,1.91,33.96,69.64,50,64,7.85
nishihara,jp,35.74,139.53,49.5,39,40,14.99
esperance,au,10.24,-61.45,75.2,94,20,3.36
high level,ca,58.52,-117.13,-3.58,61,56,4.83
zhanaozen,kz,43.35,52.85,20.54,78,32,3.38
strezhevoy,ru,60.73,77.6,-25.61,74,0,6.71
evensk,ru,61.92,159.24,22.3,91,20,11.43
alice springs,au,-23.7,133.88,100.4,19,0,16.11
wajima,jp,37.4,136.9,37.4,59,75,4.7
sri aman,my,1.24,111.46,80.6,88,75,3.15
yatou,cn,3.63,9.81,82.1,99,0,11.77
yarkovo,ru,54.81,82.6,-13.01,75,40,6.71
el real de santa maria,pa,8.11,-77.73,76.16,85,56,5.84
hit,iq,33.64,42.83,32.69,81,0,4.83
kupang,id,-10.16,123.6,89.6,66,40,3.36
leningradskiy,ru,69.38,178.42,2.77,97,68,22.95
griffith,au,-34.29,146.06,91.4,38,24,3.36
mvuma,zw,-19.28,30.53,59.15,88,44,3.04
hirado,jp,33.32,129.49,46.4,87,75,5.82
pisco,pe,-13.71,-76.2,71.6,88,90,6.93
suez,eg,29.97,32.54,28.73,67,0,2.59
tezu,in,27.93,96.16,52.94,45,0,1.7
kungurtug,ru,50.6,97.53,-12.04,61,12,2.26
ostrovnoy,ru,68.05,39.51,19.78,88,36,28.32
saint anthony,ca,43.97,-111.68,31.37,88,90,4.7
oranjemund,na,-28.55,16.43,62.03,98,0,2.37
sosnovo-ozerskoye,ru,52.53,111.54,-3.04,55,24,1.92
ulladulla,au,-35.36,150.48,77.0,73,75,3.36
flinders,au,-34.58,150.85,77.0,73,75,3.36
vaini,to,15.34,74.49,53.6,76,0,4.05
paraiso,mx,24.01,-104.61,64.4,27,20,14.99
yanam,in,16.73,82.22,66.2,88,32,4.7
lagoa,pt,37.14,-8.45,50.0,61,0,9.17
pundaguitan,ph,6.37,126.17,77.83,100,92,7.18
jega,ng,12.22,4.38,63.43,66,0,3.38
dwarka,in,28.58,77.04,46.4,100,48,3.38
kloulklubed,pw,7.04,134.26,82.4,83,90,14.99
bilma,ne,18.69,12.92,41.6,69,0,2.48
tome,cl,38.69,141.2,41.0,44,40,18.34
juba,sd,57.82,26.93,23.0,85,90,11.41
shizunai,jp,42.33,142.37,27.07,93,36,10.42
fayaoue,nc,-20.65,166.53,78.19,100,48,8.41
rio brilhante,br,-21.8,-54.54,74.41,90,24,3.04
belyy yar,ru,53.6,91.39,5.0,77,40,4.47
arraial do cabo,br,-22.97,-42.02,77.0,83,0,18.34
villacarrillo,es,38.12,-3.08,19.64,91,0,5.17
mareeba,au,-16.99,145.42,84.2,74,75,13.87
adrar,dz,27.87,-0.29,46.4,24,0,8.05
clyde river,ca,70.47,-68.59,-23.81,67,1,14.99
walvis bay,na,-22.95,14.51,57.2,82,0,4.7
souillac,mu,45.6,-0.6,32.79,78,0,2.24
kariya,jp,34.97,137.0,48.2,70,75,14.99
tomatlan,mx,19.93,-105.25,68.33,91,0,2.48
jinchang,cn,38.52,102.19,7.18,55,0,3.04
doba,td,8.66,16.85,64.91,44,0,7.52
srikakulam,in,18.29,83.89,72.65,100,0,8.75
tasiilaq,gl,65.61,-37.64,21.2,73,80,19.46
severo-yeniseyskiy,ru,60.37,93.04,-8.67,48,32,7.18
zhuanghe,cn,39.7,122.97,34.31,96,68,4.61
cam ranh,vn,11.92,109.15,78.8,94,75,10.29
leshukonskoye,ru,64.9,45.76,13.88,79,88,10.87
sovetskiy,ru,56.76,48.47,10.87,91,64,9.42
khandyga,ru,62.65,135.58,-41.38,0,20,2.59
sobolevo,ru,54.43,31.9,9.65,82,64,3.15
shieli,kz,44.18,66.74,22.39,91,48,12.21
mataura,pf,-46.19,168.86,55.78,73,92,20.83
abu dhabi,ae,24.47,54.37,67.06,68,40,11.41
virginia beach,us,36.85,-75.98,35.04,37,1,13.87
lavrentiya,ru,65.58,-170.99,-8.35,82,0,14.79
veraval,in,49.65,0.71,41.61,93,90,3.36
valley city,us,46.92,-98.0,15.08,100,1,10.29
ribeira grande,pt,38.52,-28.7,59.69,100,88,29.33
lusambo,cd,-4.97,23.44,71.62,97,88,1.03
guadalupe y calvo,mx,26.09,-106.96,47.23,64,36,2.04
benguela,ao,-12.58,13.4,74.41,100,44,1.48
oskemen,kz,49.96,82.61,-2.21,84,75,2.24
huadian,cn,42.97,126.75,23.51,51,0,3.38
manzanillo,mx,20.34,-77.12,73.01,100,88,10.2
belaya gora,ru,68.54,146.19,-32.52,0,32,3.15
port hedland,au,-20.31,118.58,91.4,66,0,9.17
kastamonu,tr,41.38,33.78,34.49,89,24,12.21
cabra,ph,37.47,-4.43,31.95,64,56,3.36
komsomolskiy,ru,67.55,63.78,-9.61,67,24,14.0
waingapu,id,-9.65,120.26,83.77,83,24,4.61
santa catarina de tepehuanes,mx,25.34,-105.72,46.42,70,0,3.6
nauta,pe,-4.51,-73.58,74.9,91,88,2.26
kargasok,ru,59.06,80.87,-16.18,72,12,3.94
hambantota,lk,6.12,81.12,75.2,100,40,3.36
okha,ru,53.59,142.95,3.08,84,0,16.46
norman wells,ca,65.28,-126.83,-34.61,65,75,3.36
port lincoln,au,-34.72,135.86,82.28,53,92,11.99
port elizabeth,za,39.31,-74.98,32.65,53,1,14.99
nouadhibou,mr,20.93,-17.03,60.8,63,0,13.87
hirara,jp,24.8,125.28,76.08,83,40,10.29
torbay,ca,47.66,-52.73,37.4,93,90,10.29
koslan,ru,63.46,48.9,9.2,83,68,6.17
lakatoro,vu,-16.11,167.42,83.0,86,64,4.05
samarai,pg,-10.62,150.67,84.67,99,0,12.21
champerico,gt,16.38,-93.6,69.8,68,40,11.41
betwagan,ph,17.08,120.97,73.55,68,80,3.15
wakkanai,jp,45.41,141.67,23.0,73,75,18.34
yelizovo,ru,53.19,158.38,5.0,71,80,2.59
makhachkala,ru,42.98,47.5,33.8,80,90,13.42
fergus falls,us,46.28,-96.08,15.17,79,1,9.17
mamallapuram,in,12.63,80.17,71.6,94,20,3.36
pueblo,us,38.25,-104.61,44.96,35,1,4.7
laguna,br,27.52,-110.01,69.8,52,75,1.92
byron bay,au,-28.65,153.62,85.57,62,40,14.99
kavaratti,in,10.57,72.64,81.43,100,0,8.19
saint george,bm,39.45,22.34,36.68,80,40,3.15
iskateley,ru,67.68,53.15,-4.21,65,76,24.18
plettenberg bay,za,-34.05,23.37,64.69,100,32,5.06
sicamous,ca,50.84,-118.99,30.2,100,90,1.59
east london,za,-33.02,27.91,69.37,100,56,11.21
at-bashi,kg,41.17,75.81,-2.32,63,48,2.37
tilichiki,ru,60.47,166.1,22.34,82,44,9.42
baykit,ru,61.68,96.39,-11.68,54,24,9.42
kota belud,my,6.35,116.43,86.0,66,75,4.7
pingxiang,cn,27.63,113.85,42.14,100,92,3.38
osorheiu,ro,47.03,22.05,26.6,79,76,6.93
warrington,us,53.39,-2.59,43.36,81,88,8.05
georgetown,sh,6.8,-58.16,75.2,88,20,4.7
nizwa,om,22.93,57.53,48.89,86,0,2.93
tura,ru,25.52,90.21,59.78,82,0,3.83
koroni,gr,36.8,21.96,53.89,100,92,19.04
srednekolymsk,ru,67.46,153.71,-27.7,44,56,2.59
arlit,ne,18.74,7.39,47.0,79,0,2.93
gaoua,bf,10.33,-3.18,64.1,48,0,5.17
valparaiso,cl,41.47,-87.06,26.29,74,90,3.94
pandan,ph,11.72,122.09,80.3,100,32,24.29
hofn,is,64.25,-15.21,37.19,100,88,14.45
wanaka,nz,-44.7,169.14,66.53,27,0,4.94
valvedditturai,lk,9.82,80.17,78.5,95,0,11.99
agua prieta,mx,31.32,-109.55,44.96,100,90,2.93
lauria,it,40.05,15.84,14.47,100,0,1.7
geraldton,au,49.72,-86.95,-4.01,64,90,2.24
sambava,mg,-14.27,50.17,79.09,100,92,1.03
tateyama,jp,36.66,137.31,44.6,70,40,5.82
yaan,cn,7.38,8.57,68.69,88,0,3.6
colares,pt,38.8,-9.45,46.35,57,0,12.75
alugan,ph,12.22,125.48,80.89,88,80,17.02
grand-santi,gf,4.27,-54.38,73.28,92,48,2.48
yenagoa,ng,4.92,6.26,73.69,95,0,3.27
edd,er,13.93,41.69,56.23,87,0,1.14
suozhen,cn,36.95,118.1,37.24,68,64,4.61
ilulissat,gl,69.22,-51.1,-5.81,53,0,8.05
mildura,au,-34.18,142.16,91.4,10,0,5.82
northam,au,51.04,-4.21,44.85,93,40,5.82
mirabad,af,28.27,61.33,34.13,89,0,6.4
los llanos de aridane,es,28.66,-17.92,59.0,62,40,9.17
la rioja,ar,-29.41,-66.86,64.33,99,92,8.75
gilgit,pk,35.92,74.31,11.81,88,88,0.58
prince rupert,ca,54.32,-130.32,44.6,87,90,11.41
ust-maya,ru,60.42,134.54,-32.2,0,20,3.38
lhokseumawe,id,5.18,97.15,79.49,100,56,4.05
akdepe,tm,42.05,59.39,27.46,92,90,11.41
petatlan,mx,17.52,-101.27,82.4,65,5,5.82
batagay-alyta,ru,67.8,130.41,-30.4,46,56,1.59
cabo san lucas,mx,22.89,-109.91,70.75,83,40,6.93
nakhon phanom,th,17.4,104.79,73.4,78,0,3.36
ananas,br,19.25,-71.96,62.66,95,8,2.59
vao,nc,59.1,26.19,19.24,91,36,12.33
campo maior,pt,39.01,-7.07,25.09,77,0,5.39
kroya,id,-6.5,108.06,76.48,91,36,3.38
roebourne,au,-20.77,117.15,107.26,13,0,7.96
ust-tsilma,ru,65.44,52.15,-4.48,66,68,7.74
victoria,sc,5.28,115.24,84.2,70,75,8.05
kommunar,ru,59.62,30.39,23.0,85,90,6.71
broken hill,au,-31.97,141.45,93.2,22,0,8.05
kautokeino,no,69.01,23.04,26.71,78,12,11.88
palivere,ee,58.97,23.89,28.73,88,76,18.81
bongandanga,cd,1.51,21.07,71.3,93,20,2.37
rawson,ar,-43.3,-65.11,58.79,32,0,13.22
andra,ru,62.52,65.89,-26.44,41,0,2.71
aleksandrov gay,ru,50.14,48.57,-5.02,56,32,2.93
sorland,no,67.67,12.69,41.6,100,92,57.29
fortuna,us,38.18,-1.13,37.4,55,0,4.7
buenaventura,co,3.89,-77.07,67.48,98,88,1.92
wieliczka,pl,49.98,20.06,21.2,85,75,4.7
hovd,mn,63.83,10.7,38.34,93,75,42.5
honningsvag,no,70.98,25.97,32.69,100,80,20.15
ko samui,th,9.54,99.94,82.4,83,20,9.17
portland,au,45.52,-122.67,52.5,71,75,6.93
ust-ishim,ru,57.69,71.17,-8.49,65,68,3.38
fairbanks,us,64.84,-147.72,-25.91,74,1,3.15
sur,om,22.57,59.53,71.53,100,32,2.93
hoa binh,vn,20.81,105.34,60.8,100,75,3.71
lasa,cn,34.92,32.53,51.8,76,75,9.17
aswan,eg,24.09,32.9,41.96,96,0,5.73
ekhabi,ru,53.51,142.97,3.08,84,0,16.46
labytnangi,ru,66.66,66.39,-26.85,0,64,4.72
gerash,ir,27.67,54.14,48.2,70,0,2.59
udachnyy,ru,66.42,112.4,-26.53,39,64,2.93
ximei,cn,23.74,120.51,71.6,78,75,2.24
bandarbeyla,so,9.49,50.81,75.71,100,92,21.16
verkhnyaya khava,ru,51.84,39.93,19.4,92,90,11.18
baykalsk,ru,51.52,104.15,4.21,82,24,3.38
notre-dame-du-lac,ca,47.61,-68.8,21.92,74,90,21.92
jieshi,cn,22.82,115.83,65.32,87,80,10.2
minab,ir,27.15,57.07,64.99,77,0,4.7
changli,cn,30.54,105.42,44.53,100,32,4.38
glendive,us,47.11,-104.71,33.89,78,1,6.93
cocorit,mx,27.57,-109.96,69.8,52,75,1.92
manokwari,id,-0.87,134.08,81.83,100,12,4.5
bilibino,ru,68.06,166.44,-10.92,53,8,2.93
hermosillo,mx,29.09,-110.96,62.6,82,75,8.05
takoradi,gh,4.89,-1.75,80.03,100,12,5.17
hami,cn,42.84,93.51,8.62,68,44,4.61
taldan,ru,53.69,124.82,-2.59,59,0,3.83
